pdf_company_name,entity_name,normalized_name,address,postcode,address_source,lat,lon,coord_precision
HARMAN TRANSPORT LIMITED,HARMAN TRANSPORT LIMITED,HARMAN TRANSPORT LIMITED,"14 Black Shed Road, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.982518735799,174.931350413212,original
GDL RX NO8 LIMITED,GDL RX NO8 LIMITED,GDL RX NO8 LIMITED,"80 Favona Road, Favona, Auckland, 2024, NEW ZEALAND",2024,address_for_service,-36.949089861917,174.808009618338,address_web
Evergreen Landcare Limited,EVERGREEN LANDCARE LIMITED,EVERGREEN LANDCARE LIMITED,"109 Huia Road, Rd 2, Pokeno, 2472, NEW ZEALAND",2472,address_for_service,-37.249242755235,174.99774045078,address_web
Top Trade International Limited,TOP TRADE INTERNATIONAL LIMITED,TOP TRADE INTERNATIONAL LIMITED,"83b Springs Road, East Tamaki, Auckland, 2013, NEW ZEALAND",2013,address_for_service,-36.945352580839,174.89399218694,address_web
Eden Village Barber Limited,EDEN VILLAGE BARBER LIMITED,EDEN VILLAGE BARBER LIMITED,"236 Dominion Road, Mount Eden, Auckland, 1024, NEW ZEALAND",1024,address_for_service,-36.876194000652,174.751134549617,address_web
Lady Wigram Limited,LADY WIGRAM LIMITED,LADY WIGRAM LIMITED,"Unit 1b, 55 Epsom Road, Sockburn, Christchurch, 8443, NEW ZEALAND",8443,address_for_service,-43.535916721321,172.550117672505,address_web
LUXURY INFINITY INVESTMENT GROUP LIMITED,LUXURY INFINITY INVESTMENT GROUP LIMITED,LUXURY INFINITY INVESTMENT GROUP LIMITED,"102 Rosedale Road, Rosedale, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.737559417606,174.723504946904,address_web
Bay Glass & Glazing Limited,BAY GLASS & GLAZING LIMITED,BAY GLASS GLAZING LIMITED,"52 Whakakake Street, Tauriko, Tauranga, 3110, NEW ZEALAND",3110,address_for_service,-37.741984416611,176.09856010233,address_web
MKJ Farms Limited,MKJ FARMS LIMITED,MKJ FARMS LIMITED,"45-49 Tirau Street, Putaruru, 3443, NEW ZEALAND",3443,address_for_service,-38.048933315114,175.78069645715,address_web
Remote Technology New Zealand Limited,REMOTE TECHNOLOGY NEW ZEALAND LIMITED,REMOTE TECHNOLOGY NEW ZEALAND LIMITED,"Level 27, 88 Shortland Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846265325717,174.769754360788,address_web
Aggarwal Investments Limited,AGGARWAL INVESTMENTS LIMITED,AGGARWAL INVESTMENTS LIMITED,"42 Shepherds Lane, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.971910724869,174.936510480445,original
NZCL Limited,NZCL LIMITED,NZCL LIMITED,"Level 13, 34 Manners Street, Wellington, 6142, NEW ZEALAND",6142,address_for_service,-41.290021064361,174.775253978919,address_web
Flux Federation Limited,FLUX FEDERATION LIMITED,FLUX FEDERATION LIMITED,"Level 2, 98 Customhouse Quay, Wellington, 6011, NEW ZEALAND",6011,address_for_service,-41.28572647054,174.776436497819,address_web
Kaiaponi Farms Limited,KAIAPONI FARMS LIMITED,KAIAPONI FARMS LIMITED,"555 Matawai Road, Waerenga-a-hika, Gisborne, 4071, NEW ZEALAND",4071,address_for_service,-38.610733351023,177.927152327228,address_web
CHCH Limited,CHCH LIMITED,CHCH LIMITED,"18 Kilmurry Street, Halswell, Christchurch, 8025, NEW ZEALAND",8025,address_for_service,-43.578893683655,172.553177081306,address_web
Amcc Company Limited,AMCC COMPANY LIMITED,AMCC COMPANY LIMITED,"293 Weymouth Road, Weymouth, Auckland, 2103, NEW ZEALAND",2103,address_for_service,-37.035961834265,174.869007996688,address_web
Chevalier Wholesale Produce Limited,CHEVALIER WHOLESALE PRODUCE LIMITED,CHEVALIER WHOLESALE PRODUCE LIMITED,"Level 1, 60 Highbrook Drive, East Tamaki, Auckland, 2013, NEW ZEALAND",2013,address_for_service,-36.93673028468,174.874713977275,address_web
Stuff Limited,STUFF LIMITED,STUFF LIMITED,"Ground Floor, 10 Brandon Street, Wellington, 6011, NEW ZEALAND",6011,public_address,-41.283548852095,174.777438805801,address_web
KOOLMAKERS LIMITED,KOOLMAKERS LIMITED,KOOLMAKERS LIMITED,"38 Rosepark Crescent, Saint Johns, Auckland, 1050, NEW ZEALAND",1050,address_for_service,-36.877277529276,174.827706420248,address_web
BGS GROUP LIMITED,BGS GROUP LIMITED,BGS GROUP LIMITED,"3a Braeburn Place, Takanini, Takanini, 2112, NEW ZEALAND",2112,address_for_service,-37.049535907362,174.933176578457,address_web
Vieceli Hospitality Limited,VIECELI HOSPITALITY LIMITED,VIECELI HOSPITALITY LIMITED,"16 Southwark Street, Christchurch Central, Christchurch, 8011, NEW ZEALAND",8011,address_for_service,-43.53735188187,172.640622794926,address_web
CAMPBELL HOLDINGS 2012 LIMITED,CAMPBELL HOLDINGS (2012) LIMITED,CAMPBELL HOLDINGS 2012 LIMITED,"24 The Terrace, Timaru, Timaru, 7910, NEW ZEALAND",7910,registered_office,-44.393536427242,171.251314883703,address_web
Earth Stability Limited,EARTH STABILITY LIMITED,EARTH STABILITY LIMITED,"75 Henderson Valley Road, Henderson, Auckland, 0612, NEW ZEALAND",0612,public_address,-36.888214487996,174.626171521203,address_web
GLAXOSMITHKLINE NZ LIMITED,GLAXOSMITHKLINE NZ LIMITED,GLAXOSMITHKLINE NZ LIMITED,"Aon Centre, Level 12/29 Customs Street West,, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,public_address,-36.84400045166,174.764880954644,address_web
Tipene Funerals Limited,TIPENE FUNERALS LIMITED,TIPENE FUNERALS LIMITED,"1 Williams Road, Paihia, Paihia, 0200, NEW ZEALAND",0200,address_for_service,-35.3167,174.1167,original
Coleditch Limited,COLEDITCH LIMITED,COLEDITCH LIMITED,"570 Sharlands Road, Rd 13, Rakaia, 7783, NEW ZEALAND",7783,address_for_service,-43.654426156382,172.069251840966,address_web
BAY VINE SOLUTION LIMITED,BAY VINE SOLUTION LIMITED,BAY VINE SOLUTION LIMITED,"68 Woodlands Road, Opotiki, Opotiki, 3122, NEW ZEALAND",3122,address_for_service,-38.023584134888,177.271523465063,address_web
Wakatipu Garden Care Limited,WAKATIPU GARDEN CARE LIMITED,WAKATIPU GARDEN CARE LIMITED,"17 Myles Way, Lower Shotover, Queenstown, 9304, NEW ZEALAND",9304,address_for_service,-45.007809314415,168.778255641823,address_web
WELLINGTON TOWING & RECOVERY LIMITED,WELLINGTON TOWING & RECOVERY LIMITED,WELLINGTON TOWING RECOVERY LIMITED,"25 Broken Hill Road, Kenepuru, Porirua, 5022, NEW ZEALAND",5022,address_for_service,-41.15176261922,174.824623807717,address_web
Dhasis Orion Limited,DHASIS ORION LIMITED,DHASIS ORION LIMITED,"5 Coles Cove, Papamoa, 3118, NEW ZEALAND",3118,address_for_service,-37.698502832883,176.259435478719,address_web
Streamliner Productions Limited,STREAMLINER PRODUCTIONS LIMITED,STREAMLINER PRODUCTIONS LIMITED,"160 Onslow Road, Khandallah, Wellington, 6035, NEW ZEALAND",6035,address_for_service,-41.248478969209,174.802413189226,address_web
FARMRIGHT SUPER STAFF LIMITED,FARMRIGHT SUPER STAFF LIMITED,FARMRIGHT SUPER STAFF LIMITED,"Unit 2, 295 Blenheim Road, Upper Riccarton, Christchurch, 8041, NEW ZEALAND",8041,public_address,-43.538942473726,172.583233747903,address_web
BARNSY'S ALL TRADE SERVICES LIMITED,BARNSY'S ALL TRADE SERVICES LIMITED,BARNSY S ALL TRADE SERVICES LIMITED,"Level 2, Building One, 181 High Street, Christchurch, 8144, NEW ZEALAND",8144,address_for_service,-43.535522615321,172.641136857048,address_web
Fast Solutions Limited,FAST SOLUTIONS LIMITED,FAST SOLUTIONS LIMITED,"89 Pacific Drive, Fitzherbert, Palmerston North, 4410, NEW ZEALAND",4410,address_for_service,-40.393168991615,175.647275585517,address_web
J fresh Limited,J FRESH LIMITED,J FRESH LIMITED,"66 Marae O Rehia Road, Rd 3, Waiuku, 2683, NEW ZEALAND",2683,address_for_service,-37.2167,174.6667,original
Blue Barn Consulting Limited,BLUE BARN CONSULTING LIMITED,BLUE BARN CONSULTING LIMITED,"Level 8, 51 Shortland Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.847109341457,174.76823405119,address_web
SUPER QUALITY CLEANING LIMITED,SUPER QUALITY CLEANING LIMITED,SUPER QUALITY CLEANING LIMITED,"5a Graham Bell Avenue, Mount Roskill, Auckland, 1041, NEW ZEALAND",1041,public_address,-36.912763028831,174.721053575501,address_web
Cannak Farms Limited,CANNAK FARMS LIMITED,CANNAK FARMS LIMITED,"54 Cass Street, Ashburton, 7700, NEW ZEALAND",7700,address_for_service,-43.90659441422,171.748881000909,address_web
B2BE NZ PTY LIMITED,B2BE NZ PTY LIMITED,B2BE NZ PTY LIMITED,"Suite 7.02, Level 7, Building 5, Central Park Corporate Centre, 666 Great South Road, Ellerslie, Auckland, 1051, NEW ZEALAND",1051,address_for_service,-36.901890317398,174.807119292583,address_web
Metalco Recyclers Limited,METALCO RECYCLERS LIMITED,METALCO RECYCLERS LIMITED,"85 Alexandra Street, Hamilton Central, Hamilton, 3204, NEW ZEALAND",3204,address_for_service,-37.789487511753,175.282958343291,address_web
Cohoai Limited,COHOAI LIMITED,COHOAI LIMITED,"18 Colchester Crescent, Newlands, Wellington, 6037, NEW ZEALAND",6037,address_for_service,-41.220831596861,174.828689030758,address_web
Halo Trading Limited,HALO TRADING LIMITED,HALO TRADING LIMITED,"197 Marshland Road, Shirley, Christchurch, 8083, NEW ZEALAND",8083,registered_office,-43.493564274858,172.661139346967,address_web
Bowers & Son Limited,BOWERS & SON LIMITED,BOWERS SON LIMITED,"1782 Alexandra Street, Te Awamutu, 3800, NEW ZEALAND",3800,address_for_service,-38.00386091802,175.30728339628,address_web
The Studio Rotorua Limited,THE STUDIO ROTORUA LIMITED,THE STUDIO ROTORUA LIMITED,"Flat 4, 15 Larch Street, Victoria, Rotorua, 3010, NEW ZEALAND",3010,address_for_service,-38.143785697475,176.239635411762,address_web
Moxiao Limited,MOXIAO LIMITED,MOXIAO LIMITED,"Suite 2, 56 Apollo Drive, Rosedale, Auckland, 0632, NEW ZEALAND",0632,registered_office,-36.742599833171,174.728624278087,address_web
ss exports limited,SS EXPORTS LIMITED,SS EXPORTS LIMITED,"1/51 Bouverie St, Petone, Wellington, 5012, NEW ZEALAND",5012,address_for_service,-41.219123909818,174.882523815559,address_web
Smeylika Limited,SMEYLIKA LIMITED,SMEYLIKA LIMITED,"330 Wainui Road, Rd 2, Silverdale, 0992, NEW ZEALAND",0992,address_for_service,-36.59892399637,174.660782997804,address_web
K. C. Trading Limited,K. C. TRADING LIMITED,K C TRADING LIMITED,"83 Victoria Street, Christchurch Central, Christchurch, 8013, NEW ZEALAND",8013,address_for_service,-43.525184669311,172.631468164097,address_web
Total Diesel Solutions Limited,TOTAL DIESEL SOLUTIONS LIMITED,TOTAL DIESEL SOLUTIONS LIMITED,"9 Redmond Street, Ponsonby, Auckland, 1011, NEW ZEALAND",1011,address_for_service,-36.84829768578,174.742785419683,address_web
H & H PARTNERS LIMITED,H & H PARTNERS LIMITED,H H PARTNERS LIMITED,"13 Clayden Shuttleworth Street, Papakura, Papakura, 2110, NEW ZEALAND",2110,address_for_service,-37.046395501609,174.95263248447,address_web
BDO Christchurch Limited,BDO CHRISTCHURCH LIMITED,BDO CHRISTCHURCH LIMITED,"287-293 Durham Street North, Christchurch, 8013, NEW ZEALAND",8013,address_for_service,-43.529248718884,172.633396253285,address_web
SIMPLY BALING & AG LIMITED,SIMPLY BALING & AG LIMITED,SIMPLY BALING AG LIMITED,"173 Spey Street, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.409824107033,168.354193786324,address_web
A2Z Plumbing & Drainage Limited,A2Z PLUMBING & DRAINAGE LIMITED,A2Z PLUMBING DRAINAGE LIMITED,"198 Charles Prevost Drive, The Gardens, Auckland, 2105, NEW ZEALAND",2105,address_for_service,-37.002868613695,174.921045869086,address_web
Immigration Advisers New Zealand Limited,IMMIGRATION ADVISERS NEW ZEALAND LIMITED,IMMIGRATION ADVISERS NEW ZEALAND LIMITED,"Level 9, 55 Shortland Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.847132182143,174.768606794425,address_web
Central Otago Transport Limited,CENTRAL OTAGO TRANSPORT LIMITED,CENTRAL OTAGO TRANSPORT LIMITED,"388 Ilam Road, Bryndwr, Christchurch, 8053, NEW ZEALAND",8053,address_for_service,-43.508964932295,172.591079544551,address_web
INDUSTRIAL WHEELS LIMITED,INDUSTRIAL WHEELS LIMITED,INDUSTRIAL WHEELS LIMITED,"15 Vickery Street, Te Rapa, Hamilton, 3200, NEW ZEALAND",3200,address_for_service,-37.755294669306,175.247229558996,address_web
Sulzer Australia Pty Ltd,SULZER AUSTRALIA PTY LTD,SULZER AUSTRALIA PTY LTD,"Level 12, 23-29 Albert Street, Auckland, 1010, NEW ZEALAND",1010,registered_office,-36.845622894748,174.76452723833,address_web
MGEE Limited,MGEE LIMITED,MGEE LIMITED,"62 Beauchamp Street, Tawa, Wellington, 5028, NEW ZEALAND",5028,address_for_service,-41.157690594512,174.831635772638,address_web
T HUANG & W ZHANG CO LIMITED,T HUANG & W ZHANG CO LIMITED,T HUANG W ZHANG CO LIMITED,"20 Provincial Road, Halswell, Christchurch, 8025, NEW ZEALAND",8025,address_for_service,-43.59101965725,172.572866758598,address_web
McMullen & Wing Services Limited,MCMULLEN & WING SERVICES LIMITED,MCMULLEN WING SERVICES LIMITED,"21 Gabador Place, Mount Wellington, Auckland, 1060, NEW ZEALAND",1060,address_for_service,-36.921610001904,174.857735091288,address_web
Stratos Technology Partners Limited,STRATOS TECHNOLOGY PARTNERS LIMITED,STRATOS TECHNOLOGY PARTNERS LIMITED,"158 Hackthorne Road, Cashmere, Christchurch, 8022, NEW ZEALAND",8022,address_for_service,-43.578165086721,172.633060641882,address_web
Windmill bakery Limited,WINDMILL BAKERY LIMITED,WINDMILL BAKERY LIMITED,"Level 14, 88 Shortland Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846265325717,174.769754360788,address_web
Omata Estates Limited,OMATA ESTATES LIMITED,OMATA ESTATES LIMITED,"Third Floor, Wairere House, Corner Somme Parade & Bates Street, Wanganui, 4541, NEW ZEALAND",4541,address_for_service,-39.930858584089,175.057133191757,address_web
GOLDEN ASH LIMITED,GOLDEN ASH LIMITED,GOLDEN ASH LIMITED,"113 Shakespeare Street, Leamington, Cambridge, 3432, NEW ZEALAND",3432,address_for_service,-37.905204118217,175.475811398652,address_web
94 Dairies Limited,94 DAIRIES LIMITED,94 DAIRIES LIMITED,"25 Victoria Avenue, Avenal, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
Manri Automation Limited,MANRI AUTOMATION LIMITED,MANRI AUTOMATION LIMITED,"38a Carlton Street, Hillsborough, Auckland, 1042, NEW ZEALAND",1042,address_for_service,-36.921696712692,174.759917359222,address_web
Professional Cleaning Limited,PROFESSIONAL CLEANING LIMITED,PROFESSIONAL CLEANING LIMITED,"Flat 2, 93 Gasson Street, Sydenham, Christchurch, 8023, NEW ZEALAND",8023,address_for_service,-43.542315058197,172.642421132253,address_web
Machter Autoparts Limited,MACHTER AUTOPARTS LIMITED,MACHTER AUTOPARTS LIMITED,"42 The Avenue, Lynfield, Auckland, 1042, NEW ZEALAND",1042,public_address,-36.928120477557,174.721351552159,address_web
Mainbridge Civil Limited,MAINBRIDGE CIVIL LIMITED,MAINBRIDGE CIVIL LIMITED,"72 Wanganui Avenue, Ponsonby, Auckland, 1011, NEW ZEALAND",1011,address_for_service,-36.849830065318,174.736567723908,address_web
C&B DRAINAGE CONTRACTING LIMITED,C&B DRAINAGE CONTRACTING LIMITED,C B DRAINAGE CONTRACTING LIMITED,"17a Kennedys Road, Whenuapai, Auckland, 0814, NEW ZEALAND",0814,address_for_service,-36.793655933251,174.597891566622,address_web
Intepeople Limited,INTEPEOPLE LIMITED,INTEPEOPLE LIMITED,"Level 1, 15 Bridge Street, Nelson, Nelson, 7010, NEW ZEALAND",7010,address_for_service,-41.272336631674,173.281903179959,address_web
D&L Roofing Limited,D&L ROOFING LIMITED,D L ROOFING LIMITED,"225a Bleakhouse Road, Mellons Bay, Auckland, 2014, NEW ZEALAND",2014,address_for_service,-36.880737872273,174.925036577007,address_web
One Up Realty Limited,ONE UP REALTY LIMITED,ONE UP REALTY LIMITED,"5/8 Laidlaw Way, East Tamaki, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.96138917327,174.895797816522,original
GEE MECHANICAL ENTERPRISES LIMITED,GEE MECHANICAL ENTERPRISES LIMITED,GEE MECHANICAL ENTERPRISES LIMITED,"325 Old West Coast Road, Christchurch, 7676, NEW ZEALAND",7676,address_for_service,-43.504469549984,172.445620164483,address_web
ADVANCE ANALYTICS TECHNOLOGIES LIMITED,ADVANCE ANALYTICS TECHNOLOGIES LIMITED,ADVANCE ANALYTICS TECHNOLOGIES LIMITED,"Unit 7, 107 Selo Street, Glen Eden, Auckland, 0602, NEW ZEALAND",0602,address_for_service,-36.90885626567,174.629413054618,address_web
The Shelter Limited,THE SHELTER LIMITED,THE SHELTER LIMITED,"Shop 8 Remarkables Park Town Centre, 12 Hawthorne Drive, Frankton, Queenstown, 9300, NEW ZEALAND",9300,address_for_service,-45.0257396,168.7415574,address_web
Jordan Dairies Limited,JORDAN DAIRIES LIMITED,JORDAN DAIRIES LIMITED,"25 Victoria Avenue, Avenal, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
Glass Mate Limited,GLASS MATE LIMITED,GLASS MATE LIMITED,"11-13e Paul Matthews Road, Rosedale, Murrays Bay, Rosedale, 0632, NEW ZEALAND",0632,address_for_service,-36.751217938378,174.708881543348,address_web
RED TIGER LIMITED,RED TIGER LIMITED,RED TIGER LIMITED,"75 Sunderlands Road, Half Moon Bay, Auckland, 2012, NEW ZEALAND",2012,public_address,-36.887928204093,174.908187107606,address_web
Aggreko NZ Limited,AGGREKO (NZ) LIMITED,AGGREKO NZ LIMITED,"Level 20, Hsbc Tower, 188 Quay Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.843042693493,174.765274987912,address_web
Woods Painting Limited,WOODS PAINTING LIMITED,WOODS PAINTING LIMITED,"300 Childers Road, Gisborne, Gisborne, 4010, NEW ZEALAND",4010,registered_office,-38.663961286034,178.019746792512,address_web
Hazara Auto Recyclers Limited,HAZARA AUTO RECYCLERS LIMITED,HAZARA AUTO RECYCLERS LIMITED,"60 Seaview Road, Seaview, Lower Hutt, 5010, NEW ZEALAND",5010,address_for_service,-41.243310897259,174.908837794749,address_web
CAVARNA FARMING LIMITED,CAVARNA FARMING LIMITED,CAVARNA FARMING LIMITED,"504 Wairakei Road, Burnside, Christchurch, 8053, NEW ZEALAND",8053,address_for_service,-43.489776199446,172.569406960425,address_web
Malwa Brothers Transport Limited,MALWA BROTHERS TRANSPORT LIMITED,MALWA BROTHERS TRANSPORT LIMITED,"41 Bathgate Street, South Dunedin, Dunedin, 9012, NEW ZEALAND",9012,registered_office,-45.89711532737,170.49464636971,address_web
Elite Tennis Education Limited,ELITE TENNIS EDUCATION LIMITED,ELITE TENNIS EDUCATION LIMITED,"24 Devonshire Road, Unsworth Heights, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.755851538273,174.72152983524,address_web
Austar Realty Services Limited,AUSTAR REALTY SERVICES LIMITED,AUSTAR REALTY SERVICES LIMITED,"Level 8 Aig Building, 41 Shortland Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.847010518819,174.767784864999,address_web
Studio Five Limited,STUDIO FIVE LIMITED,STUDIO FIVE LIMITED,"553 Remuera Road, Remuera, Auckland, 1050, NEW ZEALAND",1050,public_address,-36.880676977747,174.811666558875,address_web
CUBIC TRANSPORTATION SYSTEMS NEW ZEALAND LIMITED,CUBIC TRANSPORTATION SYSTEMS NEW ZEALAND LIMITED,CUBIC TRANSPORTATION SYSTEMS NEW ZEALAND LIMITED,"Level 8 Aig Building, 41 Shortland Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.847010518819,174.767784864999,address_web
ELITE MECHANICAL & ENGINEERING SERVICES LIMITED,ELITE MECHANICAL & ENGINEERING SERVICES LIMITED,ELITE MECHANICAL ENGINEERING SERVICES LIMITED,"437 Heads Road, Castlecliff, Wanganui, 4501, NEW ZEALAND",4501,address_for_service,-39.945791908515,175.002414619086,address_web
Loft Food Co Limited,LOFT FOOD CO LIMITED,LOFT FOOD CO LIMITED,"5b Homestead Drive, Stonefields, Auckland, 1072, NEW ZEALAND",1072,public_address,-36.888776452694,174.847948297322,address_web
Bhandari Enterprises Limited,BHANDARI ENTERPRISES LIMITED,BHANDARI ENTERPRISES LIMITED,"310a Otumoetai Road, Otumoetai, Tauranga, 3110, NEW ZEALAND",3110,address_for_service,-37.678443178385,176.135765358869,address_web
MY Consulting Engineers Limited,MY CONSULTING ENGINEERS LIMITED,MY CONSULTING ENGINEERS LIMITED,"10 Jenville Way, The Wood, Nelson, 7010, NEW ZEALAND",7010,address_for_service,-41.270033075134,173.290760839959,address_web
PUNJAB TRANSPORTATION LIMITED,PUNJAB TRANSPORTATION LIMITED,PUNJAB TRANSPORTATION LIMITED,"67c Soaring Bird Drive, Takanini, Takanini, 2112, NEW ZEALAND",2112,address_for_service,-37.044621974716,174.92541636104,address_web
R&S Saini Limited,R&S SAINI LIMITED,R S SAINI LIMITED,"188a Oxford Street, Levin, Levin, 5510, NEW ZEALAND",5510,address_for_service,-40.623077890195,175.285684641118,address_web
Southern Engineering Solutions Limited,SOUTHERN ENGINEERING SOLUTIONS LIMITED,SOUTHERN ENGINEERING SOLUTIONS LIMITED,"496 Waterloo Road, Waterloo Business Park, Christchurch, 8042, NEW ZEALAND",8042,address_for_service,-43.543506210457,172.498466974356,address_web
PLOCEUS BUILDING LIMITED,PLOCEUS BUILDING LIMITED,PLOCEUS BUILDING LIMITED,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610, NEW ZEALAND",0610,registered_office,-36.844143195471,174.651963224007,address_web
Tatty's Limited,TATTY'S LIMITED,TATTY S LIMITED,"474 New North Road, Kingsland, Auckland, 1021, NEW ZEALAND",1021,address_for_service,-36.872371768985,174.744106575262,address_web
Panelform Limited,PANELFORM LIMITED,PANELFORM LIMITED,"49 Vickerys Road, Wigram, Christchurch, 8042, NEW ZEALAND",8042,address_for_service,-43.544723556165,172.552992260341,address_web
KUNDLAS TRANSPORT LIMITED,KUNDLAS TRANSPORT LIMITED,KUNDLAS TRANSPORT LIMITED,"5 Hansworth Place, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.973086035332,174.902094888921,original
Satkartar limited,SATKARTAR LIMITED,SATKARTAR LIMITED,"40 Whatumairangi Way, Owhata, Rotorua, 3010, NEW ZEALAND",3010,address_for_service,-38.132508265848,176.288833914459,address_web
J & M SYRON FARMS LIMITED,J & M SYRON FARMS LIMITED,J M SYRON FARMS LIMITED,"Syron Farms, Main Road, Waimangaroa, NEW ZEALAND",,registered_office,-41.71488816,171.764674361,original
AMR Transport Limited,AMR TRANSPORT LIMITED,AMR TRANSPORT LIMITED,"10 Matlock Lane, Dinsdale, Hamilton, 3204, NEW ZEALAND",3204,address_for_service,-37.79452428119,175.231650618479,address_web
Arb Innovations Limited,ARB INNOVATIONS LIMITED,ARB INNOVATIONS LIMITED,"Level 3, 44 Victoria Street, Wellington Central, Wellington, 6011, NEW ZEALAND",6011,address_for_service,-41.287341495644,174.776537751209,address_web
MJF limited,MJF LIMITED,MJF LIMITED,"55d Karner Drive, Rd 8, Te Puke, 3188, NEW ZEALAND",3188,address_for_service,-37.82286751914,176.384232293993,address_web
Carmento Limited,CARMENTO LIMITED,CARMENTO LIMITED,"368e Kingseat Road, Pukekohe, Auckland, 2679, NEW ZEALAND",2679,public_address,-37.162396682968,174.813951298042,address_web
Greentree Farms Limited,GREENTREE FARMS LIMITED,GREENTREE FARMS LIMITED,"54 Cass Street, Ashburton, 7700, NEW ZEALAND",7700,address_for_service,-43.90659441422,171.748881000909,address_web
MICROSOFT 6399 NEW ZEALAND LIMITED,MICROSOFT 6399 NEW ZEALAND LIMITED,MICROSOFT 6399 NEW ZEALAND LIMITED,"88 Shortland Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846265325717,174.769754360788,address_web
The Money Tree NZ Limited,THE MONEY TREE NZ LIMITED,THE MONEY TREE NZ LIMITED,"34 Cameron Street, Papakura, Papakura, 2110, NEW ZEALAND",2110,address_for_service,-37.060750307078,174.956915553173,address_web
Developed Consultants Limited,DEVELOPED CONSULTANTS LIMITED,DEVELOPED CONSULTANTS LIMITED,"14 Moa Road, Point Chevalier, Auckland, 1022, NEW ZEALAND",1022,public_address,-36.868035475196,174.71393348403,address_web
Kanoi Transport Limited,KANOI TRANSPORT LIMITED,KANOI TRANSPORT LIMITED,"27 Paenui Street, Titahi Bay, Porirua, 5022, NEW ZEALAND",5022,address_for_service,-41.100357496692,174.843316625265,address_web
Eastland Financial Services Limited,EASTLAND FINANCIAL SERVICES LIMITED,EASTLAND FINANCIAL SERVICES LIMITED,"265 Grey Street, Gisborne, 4010, NEW ZEALAND",4010,public_address,-38.668436509868,178.019224264668,address_web
C & K Goodare Limited,C & K GOODARE LIMITED,C K GOODARE LIMITED,"45-49 Tirau Street, Putaruru, 3411, NEW ZEALAND",3411,address_for_service,-38.048933315114,175.78069645715,address_web
Meath Farming Limited,MEATH FARMING LIMITED,MEATH FARMING LIMITED,"598 Main Street, Palmerston North, Palmerston North, 4410, NEW ZEALAND",4410,address_for_service,-40.352922026232,175.619127059178,address_web
XIAOXUAN CHEN LIMITED,XIAOXUAN CHEN LIMITED,XIAOXUAN CHEN LIMITED,"18 Frances Brown Avenue, Aotea, Porirua, 5024, NEW ZEALAND",5024,address_for_service,-41.126889111999,174.855533835877,address_web
GULF CONTRACTING LIMITED,GULF CONTRACTING LIMITED,GULF CONTRACTING LIMITED,"34 Walls Road, Penrose, Auckland, 1061, NEW ZEALAND",1061,address_for_service,-36.909581006928,174.809215271291,address_web
WCL Stop The World Limited,WCL STOP THE WORLD LIMITED,WCL STOP THE WORLD LIMITED,"1026 Victoria Street, Whitiora, Hamilton, 3200, NEW ZEALAND",3200,address_for_service,-37.77876202845,175.275571707299,address_web
Up In Smoke (Nz) Limited,UP IN SMOKE (NZ) LIMITED,UP IN SMOKE NZ LIMITED,"8 Margot Lane, Tamahere, Hamilton Rd3, 3283, NEW ZEALAND",3283,address_for_service,-37.81277797083,175.397532757091,address_web
Wellington Halal Meat Limited,WELLINGTON HALAL MEAT LIMITED,WELLINGTON HALAL MEAT LIMITED,"160 Riddiford Street, Newtown, Wellington, 6021, NEW ZEALAND",6021,address_for_service,-41.31344123339,174.779527073158,address_web
JINCHI INTERNATIONAL LIMITED,JINCHI INTERNATIONAL LIMITED,JINCHI INTERNATIONAL LIMITED,"139 Point View Drive, East Tamaki Heights, Auckland, 2016, NEW ZEALAND",2016,address_for_service,-36.94423313576,174.92664481277,address_web
Cornerstone & Build Limited,CORNERSTONE & BUILD LIMITED,CORNERSTONE BUILD LIMITED,"Unit G01, 2b Munroe Lane, Albany, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.723746627906,174.708292966107,address_web
